circuit_names,total_gate_num,time
test/120.qasm,686.0,2.636713743209839
test/121.qasm,728.0,2.386540651321411
test/122.qasm,689.0,2.150163173675537
test/123.qasm,689.0,2.637951135635376
test/124.qasm,728.0,2.0404348373413086
test/125.qasm,722.0,2.6290853023529053
test/126.qasm,746.0,1.9879732131958008
test/127.qasm,728.0,2.0406036376953125
test/128.qasm,695.0,2.491440534591675
test/129.qasm,686.0,2.6300857067108154
