circuit_names,total_gate_num,time
quantum_circuits/qiskit/phase_estimation_8.qasm,1431.0,11.71812105178833
quantum_circuits/qiskit/phase_estimation_9.qasm,2825.0,20.020286083221436
quantum_circuits/qiskit/phase_oracle_10.qasm,1043.0,4.101043939590454
quantum_circuits/qiskit/phase_oracle_11.qasm,4027.0,15.701170921325684
quantum_circuits/qiskit/phase_oracle_12.qasm,4027.0,16.02625799179077
quantum_circuits/qiskit/phase_oracle_13.qasm,16047.0,54.03662991523743
quantum_circuits/qiskit/phase_oracle_14.qasm,16047.0,54.77346181869507
quantum_circuits/qiskit/phase_oracle_5.qasm,67.0,0.2946465015411377
quantum_circuits/qiskit/phase_oracle_6.qasm,67.0,0.2483205795288086
quantum_circuits/qiskit/phase_oracle_7.qasm,279.0,1.3124608993530273
quantum_circuits/qiskit/phase_oracle_8.qasm,279.0,1.198596477508545
quantum_circuits/qiskit/phase_oracle_9.qasm,1043.0,4.109300851821899
quantum_circuits/qiskit/piecewise_chebyshev_11.qasm,11269.0,149.1616780757904
quantum_circuits/qiskit/piecewise_chebyshev_13.qasm,20159.0,236.5741446018219
quantum_circuits/qiskit/piecewise_chebyshev_15.qasm,32719.0,777.2270867824554
quantum_circuits/qiskit/piecewise_chebyshev_5.qasm,586.0,1.9244303703308105
quantum_circuits/qiskit/piecewise_chebyshev_7.qasm,2174.0,14.272875308990479
quantum_circuits/qiskit/piecewise_chebyshev_9.qasm,5542.0,53.52380585670471
quantum_circuits/qiskit/qft_10.qasm,340.0,36.713807106018066
quantum_circuits/qiskit/qft_11.qasm,409.0,57.38853144645691
quantum_circuits/qiskit/qft_12.qasm,504.0,61.24271583557129
quantum_circuits/qiskit/qft_13.qasm,580.0,91.1834511756897
quantum_circuits/qiskit/qft_14.qasm,676.0,177.04455542564392
quantum_circuits/qiskit/qft_15.qasm,759.0,356.38179636001587
quantum_circuits/qiskit/qft_16.qasm,892.0,246.18189692497253
quantum_circuits/qiskit/qft_5.qasm,82.0,0.38933229446411133
quantum_circuits/qiskit/qft_6.qasm,117.0,0.8522288799285889
quantum_circuits/qiskit/qft_7.qasm,163.0,1.823155403137207
quantum_circuits/qiskit/qft_8.qasm,214.0,4.9138712882995605
quantum_circuits/qiskit/qft_9.qasm,267.0,21.42957830429077
quantum_circuits/qiskit/quadratic_form_10.qasm,770.0,21.98569369316101
quantum_circuits/qiskit/quadratic_form_11.qasm,894.0,21.64225673675537
quantum_circuits/qiskit/quadratic_form_12.qasm,1065.0,39.25916290283203
quantum_circuits/qiskit/quadratic_form_13.qasm,1208.0,83.09073257446289
quantum_circuits/qiskit/quadratic_form_14.qasm,1404.0,89.0634536743164
quantum_circuits/qiskit/quadratic_form_15.qasm,1554.0,153.03847861289978
quantum_circuits/qiskit/quadratic_form_16.qasm,1763.0,151.78005266189575
quantum_circuits/qiskit/quadratic_form_5.qasm,180.0,0.8845911026000977
quantum_circuits/qiskit/quadratic_form_6.qasm,273.0,1.8598225116729736
quantum_circuits/qiskit/quadratic_form_7.qasm,386.0,3.0926740169525146
quantum_circuits/qiskit/quadratic_form_8.qasm,516.0,7.032078504562378
quantum_circuits/qiskit/quadratic_form_9.qasm,630.0,8.505197763442993
quantum_circuits/qiskit/quantum_volume_10.qasm,625.0,38.1219961643219
quantum_circuits/qiskit/quantum_volume_11.qasm,689.0,61.55216693878174
quantum_circuits/qiskit/quantum_volume_12.qasm,930.0,152.9148919582367
quantum_circuits/qiskit/quantum_volume_13.qasm,1017.0,219.64948058128357
quantum_circuits/qiskit/quantum_volume_14.qasm,1294.0,278.6183454990387
quantum_circuits/qiskit/quantum_volume_15.qasm,1350.0,431.6202130317688
quantum_circuits/qiskit/quantum_volume_16.qasm,1693.0,407.66102504730225
quantum_circuits/qiskit/quantum_volume_5.qasm,128.0,0.28770947456359863
quantum_circuits/qiskit/quantum_volume_6.qasm,219.0,0.4705314636230469
quantum_circuits/qiskit/quantum_volume_7.qasm,249.0,0.5341076850891113
quantum_circuits/qiskit/quantum_volume_8.qasm,394.0,4.415428400039673
quantum_circuits/qiskit/quantum_volume_9.qasm,450.0,20.447956800460815
quantum_circuits/qiskit/weighted_adder_12.qasm,1157.0,13.336645126342773
quantum_circuits/qiskit/weighted_adder_15.qasm,1961.0,21.220644235610962
quantum_circuits/qiskit/weighted_adder_6.qasm,135.0,0.673651933670044
quantum_circuits/qiskit/weighted_adder_9.qasm,490.0,6.304072380065918
